Role,Organization,Location,Start Date,Duration in Months,Average Monthly Stipend,Added Incentives,Currency
After Effects Editing,Eyewearlabs,Mumbai,Immediately,2,15000.00,No,INR
Digital Marketing,Simply Shopy,Chennai,Immediately,2,15000.00,No,INR
Finance,Megamind Consultants Private Limited,Delhi,Immediately,2,15000.00,No,INR
Marketing & Sales,Pragati Management Consultant,Bangalore,Immediately,2,15000.00,No,INR
Inside Travel Sales,TI Infotech Private Limited,Noida,Immediately,2,15000.00,No,INR
Digital Marketing,Mars Elevator,Gurgaon,Immediately,3,15000.00,Yes ,INR
Insurance Advisory,Aditya Birla Capital Limited (ABCL),Remote,Immediately,3,15000.00,Yes ,INR
Graphic Design,Whitebox Digital Media,Remote,Immediately,3,15000.00,Yes ,INR
Telecalling & Sales Coordination (Fintech Lending),Quickfinshop Enterprises,Mumbai,Immediately,3,15000.00,Yes ,INR
Telecalling,Grow Next,Ghaziabad,Immediately,3,15000.00,Yes ,INR
Telecalling (IT Sales),Zoxima Solutions Private Limited,Remote,Immediately,3,15000.00,Yes ,INR
Business Development (Sales),EZTrolley.com,Bangalore,Immediately,3,15000.00,Yes ,INR
Data ETL And UI Creation,Arun Patro,Remote,Immediately,3,15000.00,Yes ,INR
Digital Marketing - Instagram Influencer Marketing,Experto Lab Private Limited,Remote,Immediately,3,15000.00,Yes ,INR
Marketing,Careers360,Remote,Immediately,3,15000.00,Yes,INR
Sales,NoBroker Technologies Solutions Private Limited,Hyderabad,Immediately,3,15000.00,No,INR
Resource Management,Techolution,Hyderabad,Immediately,3,15000.00,No,INR
Business Development (Sales),NoBroker Technologies Solutions Private Limited,Ahmedabad,Immediately,3,15000.00,No,INR
Talent Acquisition,Amara Raja Group,Hyderabad,Immediately,3,15000.00,No,INR
Finance,CaratLane Trading Private Limited,Chennai,Immediately,3,15000.00,No,INR
Customer Service,Ferns N Petals,Gurgaon,Not specified,3,15000.00,No,INR
Advertising Sales(Business Development) - Kerala (Malayalam),ShareChat,Remote,Immediately,3,15000.00,No,INR
Legal,Sanghvi Beauty & Technologies Private Limited (MyGlamm),Mumbai,Immediately,3,15000.00,No,INR
US Sales Process (Female),Gigde Global Solutions Private Limited,Noida,Immediately,3,15000.00,No,INR
HR And Market Research,Stellar Search,Gurgaon,Immediately,3,15000.00,No,INR
Human Resources (HR),Everstylish Lifestyle Private Limited,Gurgaon,Immediately,3,15000.00,No,INR
Admission Counseling,DGguru Learning Solutions Private Limited (MentorKart),Noida,Immediately,3,15000.00,No,INR
Java Development,FynTune Solution Private Limited,Navi Mumbai,Immediately,3,15000.00,No,INR
Content Management,Rizzle,Hyderabad,Immediately,3,15000.00,No,INR
Operations,SuperTails,Bangalore,Immediately,3,15000.00,No,INR
Search Engine Optimization (SEO),RankItRight Media,Bangalore,Immediately,3,15000.00,No,INR
Telecalling,Virgo Communications & Exhibitions Private Limited,Bangalore,Immediately,3,15000.00,No,INR
Social Media Community Building,Hyperreality Technologies,Bangalore,Immediately,3,15000.00,No,INR
Sales CRM,3 Productions Wedding Planning & Décor LLP,Bangalore,Immediately,3,15000.00,No,INR
Architecture,3 Productions Wedding Planning & Décor LLP,Bangalore,Immediately,3,15000.00,No,INR
Digital Marketing,3 Productions Wedding Planning & Décor LLP,Bangalore,Immediately,3,15000.00,No,INR
Fashion Technology/Merchandising (NIFT),Everstylish Lifestyle Private Limited,Gurgaon,Immediately,3,15000.00,No,INR
Fashion Merchandising (NIFT),Everstylish Lifestyle Private Limited,Gurgaon,Immediately,3,15000.00,No,INR
Fashion Design (NIFT),Everstylish Lifestyle Private Limited,Gurgaon,Immediately,3,15000.00,No,INR
MIS,Accredian,Gurgaon,Immediately,3,15000.00,No,INR
Fashion Communication (NIFT),Everstylish Lifestyle Private Limited,Gurgaon,Immediately,3,15000.00,No,INR
Content Creation & Strategy,ThinkWhy,Ahmedabad,Immediately,3,15000.00,No,INR
Subject Matter Expert (General Knowledge For Government Exams),Careers360,Remote,Immediately,3,15000.00,No,INR
Study Abroad Operations,Ace My Prep,Delhi,Immediately,3,15000.00,No,INR
Social Media Marketing,Tasuvure,Delhi,Immediately,3,15000.00,No,INR
Makeup Academy Coordination And Communication,MARS Cosmetics,Delhi,Immediately,3,15000.00,No,INR
International Live Touring,OML Entertainment Private Limited,Mumbai,Immediately,3,15000.00,No,INR
Coordination,SuperTails,Bangalore,Immediately,3,15000.00,No,INR
Business Development (B2C Channel),Prost Technologies Private Limited (OneAssure),Bangalore,Immediately,3,15000.00,No,INR
Inside Sales,SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Bangalore,Immediately,3,15000.00,No,INR
Customer Service,Bluer,Mumbai,Immediately,3,15000.00,No,INR
Business Development (Sales),SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Bangalore,Immediately,3,15000.00,No,INR
Architecture,Vartika Jangid,Jaipur,Immediately,3,15000.00,No,INR
Copywriting,OML Entertainment Private Limited,Mumbai,Immediately,3,15000.00,No,INR
CAD (Computer Aided Design) Engineering,Bempu Health,Bangalore,Immediately,3,15000.00,No,INR
Subject Matter Expert (Mathematics),HaZZten,Remote,Immediately,3,15000.00,No,INR
Nursing (Subject Matter Expert),HaZZten,Remote,Immediately,3,15000.00,No,INR
Field Sales,K12 Techno Services Private Limited,Indore,Immediately,3,15000.00,No,INR
Search Engine Optimization (SEO),INDMoney,Gurgaon,Immediately,3,15000.00,No,INR
Content Writing,Jones Asset Management,Bangalore,Immediately,3,15000.00,No,INR
Creative Design,Sampley,Remote,Immediately,3,15000.00,No,INR
Operations,Home Management & Care Givers SSC (DWSSC),Delhi,Immediately,3,15000.00,No,INR
Flutter Development,Phyzok,Remote,Immediately,3,15000.00,No,INR
Subject Matter Expert (SME),Ravi Raj,Remote,Immediately,3,15000.00,No,INR
Field Research Analytics,Suraj Kumar,Remote,Immediately,3,15000.00,No,INR
Social Media Marketing,Marketing With HMA,Gurgaon,Immediately,3,15000.00,No,INR
Cold Calling,Aequm India Private Limited,Remote,Immediately,3,15000.00,No,INR
Field Work For HairCare Brand,FiveONine Private Limited,Mumbai,Immediately,3,15000.00,No,INR
Content Writing,Edustoke Private Limited,Bangalore,Immediately,3,15000.00,No,INR
Human Resources (Administration),PlanCover.com,Gurgaon,Immediately,3,15000.00,No,INR
Marketing And Sales,QuickReply.ai,Gurgaon,Immediately,3,15000.00,No,INR
Content Writing,Hawk Ecommerce,Gurgaon,Immediately,3,15000.00,No,INR
MIS Management,Valueonshore Advisory Services Private Limited,Gurgaon,Immediately,3,15000.00,No,INR
Project Management,Narayana Group,Hyderabad,Immediately,3,15000.00,No,INR
Computer Science Expert,HaZZten,Remote,Immediately,3,15000.00,No,INR
Human Resources (HR),Auriv Learning,Remote,Immediately,3,15000.00,No,INR
Videography,Nextsolutions.in,Remote,Immediately,3,15000.00,No,INR
Content Creation,Purushottam Public Trust,Delhi,Immediately,3,15000.00,No,INR
Digital Marketing,Aastha Pitalia,Bangalore,Immediately,3,15000.00,No,INR
Business Development (Sales),STAR STAGGER,Remote,Immediately,3,15000.00,No,INR
Management,Megamind Consultants Private Limited,South East,Immediately,3,15000.00,No,INR
Web Development,Jeevam Health,Bangalore,Immediately,3,15000.00,No,INR
Sales,Uniworks Designs Private Limited,Hyderabad,Immediately,3,15000.00,No,INR
Field Sales,Nidec Control Techniques India Pvt Ltd,Remote,Immediately,3,15000.00,No,INR
Game Development (Unity/ Unreal),Red Apple Learning,Kolkata,Immediately,3,15000.00,No,INR
Business Development (Lead Generation),Crion Technologies,Remote,Immediately,3,15000.00,No,INR
Inside Sales,Tisteps Private Limited,Chennai,Immediately,3,15000.00,No,INR
Embedded Systems,M-Kris Electric,Delhi,Immediately,3,15000.00,No,INR
Content Writing,Picktime,Hyderabad,Immediately,3,15000.00,No,INR
Sales,Deeesha Tech,Lucknow,Immediately,3,15000.00,No,INR
Store Fashion Consultant,Shrangar,Delhi,Immediately,3,15000.00,No,INR
Artificial Intelligence (AI),Buddha Education Association Incorporation,Remote,Immediately,3,15000.00,No,INR
Content Writing,Buddha Education Association Incorporation,Remote,Immediately,3,15000.00,No,INR
Mobile App Development,Buddha Education Association Incorporation,Remote,Immediately,3,15000.00,No,INR
Electrical Engineering,Buddha Education Association Incorporation,Mumbai,Immediately,3,15000.00,No,INR
Civil Engineering,Buddha Education Association Incorporation,Mumbai,Immediately,3,15000.00,No,INR
Business Development (Sales),Buddha Education Association Incorporation,Remote,Immediately,3,15000.00,No,INR
Program Coordinator,Smart Learningz,Hyderabad,Immediately,3,15000.00,No,INR
Web Development (Python/Django),Go Digital Technology Consulting,Mumbai,Immediately,3,15000.00,No,INR
Learning Operations Maverick,Harbinger | The People Company,Navi Mumbai,Immediately,3,15000.00,No,INR
E-commerce Operations,Wherehouse.io,Gurgaon,Immediately,3,15000.00,No,INR
Data Engineering,Go Digital Technology Consulting,Mumbai,Immediately,3,15000.00,No,INR
WordPress Development,Webiniser LTD,Remote,Immediately,3,15000.00,No,INR
Subject Matter Expert (Biology),HaZZten,Remote,Immediately,3,15000.00,No,INR
Subject Matter Expert (Anatomy And Physiology),HaZZten,Remote,Immediately,3,15000.00,No,INR
Subject Matter Expert (Economics),HaZZten,Remote,Immediately,3,15000.00,No,INR
Subject Matter Expert (Computer Science),HaZZten,Remote,Immediately,3,15000.00,No,INR
Subject Matter Expert (Physics/Advanced Physics),HaZZten,Remote,Immediately,3,15000.00,No,INR
Business Development (Sales),Confluencr,Bangalore,Immediately,3,15000.00,No,INR
Sales,CoFynd Infotech Private Limited,Gurgaon,Immediately,3,15000.00,No,INR
Data Mining,Compport,Remote,Immediately,3,15000.00,No,INR
Human Resources (HR),Beep Innovations Private Limited,Chennai,Immediately,3,15000.00,No,INR
Digital Marketing,Ken Research,Gurgaon,Immediately,3,15000.00,No,INR
Software Development,"Fylo (New York, United States)",Remote,Immediately,3,15000.00,No,INR
Business Development (Sales),Quizzy,Remote,Immediately,3,15000.00,No,INR
Multimedia Graphic Design,ThinkWhy,Ahmedabad,Immediately,3,15000.00,No,INR
Cafe Management,Panda On Diet,Bangalore,Immediately,3,15000.00,No,INR
UI/UX Development,Inquizity,Mumbai,Immediately,3,15000.00,No,INR
Executive Assistant,Efficacy Global Sales Solutions Private Limited,Mumbai,Immediately,3,15000.00,No,INR
Mechanical Engineering,Ogmen Robotics,Delhi,Immediately,3,15000.00,No,INR
Business Development (Sales),ReadyAssist,Bangalore,Immediately,3,15000.00,No,INR
International Business Development,Acv Foods Private Limited,Bangalore,Immediately,3,15000.00,No,INR
Embedded Software Development,Ayati Devices Private Limited,Bangalore,Immediately,3,15000.00,No,INR
Accounting,Neewee,Bangalore,Immediately,3,15000.00,No,INR
Video Editing,Canopus Media,Delhi,Immediately,3,15000.00,No,INR
Customer Onboarding And Training,RealEvo Datatek Pvt Ltd,Bangalore,Immediately,3,15000.00,No,INR
Customer Delight,ElectricPe,Bangalore,Immediately,3,15000.00,No,INR
Full Stack Development,Go Digital Technology Consulting,Mumbai,Immediately,3,15000.00,No,INR
Marketing Operations,Indarka Energy Private Limited,Bangalore,Immediately,3,15000.00,No,INR
Fashion Design,Abkasa Designer Apparels Private Limited,Ghaziabad,Immediately,3,15000.00,No,INR
Academic Counseling,Academor,Bangalore,Immediately,3,15000.00,No,INR
Brand Design & Illustration,GoodShelf,Remote,Immediately,3,15000.00,No,INR
Operations,Malvika Mulchandani,Mumbai,Immediately,3,15000.00,No,INR
Program & Outreach,Red Dot Foundation,Bangalore,Immediately,3,15000.00,No,INR
Sales & Business Development,Coditas Solutions Private Limited,Pune,Immediately,3,15000.00,No,INR
Digital Marketing And Research,Trivent Systems Private Limited,Chennai,Immediately,3,15000.00,No,INR
Supervision,Waste2Compost,Delhi,Immediately,3,15000.00,No,INR
Social Media Marketing,SPRY Healthcare,Pune,Immediately,3,15000.00,No,INR
Sales,Edugenius Softwares LLP,Indore,Immediately,3,15000.00,No,INR
Growth,SaffronStays,Remote,Immediately,3,15000.00,No,INR
Founder's Office | SaaS Product | Product Management,Punt Partners,Bangalore,Immediately,3,15000.00,No,INR
Human Resources (HR),Rapidue Technologies (Recykal),Hyderabad,Immediately,3,15000.00,No,INR
Architecture,FivD,Gurgaon,Immediately,3,15000.00,No,INR
UI/UX And Webflow Development,DevTown,Remote,Immediately,3,15000.00,No,INR
WordPress Development,Primite Marketing,Gurgaon,Immediately,3,15000.00,No,INR
Operations,Holaport Logistics Private Limited,Bangalore,Immediately,3,15000.00,No,INR
Unity Development,Cryenx Labs,Bangalore,Immediately,3,15000.00,No,INR
Android App Development,EI Networks Private Limited (FaceChk),Delhi,Immediately,3,15000.00,No,INR
Business Development Management,YAALEESH INFOTECH,Remote,Immediately,3,15000.00,No,INR
Sales Development,YAALEESH INFOTECH,Remote,Immediately,3,15000.00,No,INR
2D Animation,Quizzy,Remote,Immediately,3,15000.00,No,INR
Desktop Support Engineering,Isourse,Delhi,Immediately,3,15000.00,No,INR
Backend Development,Ostello India Private Limited,Remote,Immediately,3,15000.00,No,INR
Sales And Marketing,StoreSpace Storage Solutions Private Limited,Bangalore,Immediately,3,15000.00,No,INR
Accounting & Taxation,SORABH BANSAL,Agra,Immediately,3,15000.00,No,INR
Field Sales Executive,Advait Business Solutions Private Limited,Ahmedabad,Immediately,3,15000.00,No,INR
SEO Executive,AM Tech Networks,Chandigarh,Immediately,3,15000.00,No,INR
Market Research,Bistrokart Technology,Gurgaon,Immediately,3,15000.00,No,INR
Editorial,QBS Learning,Noida,Immediately,3,15000.00,No,INR
Youtube Management,Testbook,Noida,Immediately,3,15000.00,No,INR
Social Media Marketing,Ahurei Naturals (Saaras Naturals),Mumbai,Immediately,3,15000.00,No,INR
Subject Matter Expert (SME) - Video Solution,MaVY EduSolution,Remote,Immediately,3,15000.00,No,INR
LinkedIn Content Strategy (B2B),Quizzy,Remote,Immediately,3,15000.00,No,INR
Private Equity & Venture Capital,HDFC Capital Advisors Limited,Mumbai,Immediately,3,15000.00,No,INR
HR (Recruitment),Exa Mobility India Private Limited,Pune,Immediately,3,15000.00,No,INR
Video Making/Editing,Digital Vakil,Bangalore,Immediately,3,15000.00,No,INR
Digital Marketing,Nidec Control Techniques India Pvt Ltd,Chennai,Immediately,3,15000.00,No,INR
Talent Acquisition,Ozone Overseas Private Limited,Gurgaon,Immediately,4,15000.00,No,INR
Webinar Operations & Strategy,Simplilearn Solutions Private Limited,Bangalore,Immediately,4,15000.00,No,INR
Business Development (Sales),Pioneer E Solutions,Gurgaon,Immediately,4,15000.00,No,INR
Operation Analyst,Apollo247,Gurgaon,Immediately,4,15000.00,No,INR
Graphic Design,Exa Mobility India Private Limited,Pune,Immediately,4,15000.00,No,INR
Investor Relations,Paathshala Spark,Pune,Immediately,4,15000.00,No,INR
Project Management,FynTune Solution Private Limited,Thane,Immediately,4,15000.00,No,INR
Graphic Design,Talent Club,Mumbai,Immediately,4,15000.00,No,INR
Marketing,CODING JUNIORS TECH PRIVATE LIMITED,Remote,Immediately,4,15000.00,No,INR
Human Resources (HR) & Operations,Plunes Healthcare,Gurgaon,Immediately,4,15000.00,No,INR
Executive Assistance,"Watts Consulting (Toronto, Canada)",Remote,Immediately,4,15000.00,No,INR
Product Management,NeenOpal Intelligent Solutions Private Limited,Remote,Immediately,4,15000.00,No,INR
Field Sales,Vitta Chrome India Private Limited,Mumbai,Immediately,5,15000.00,Yes ,INR
Content Writing,EasyEat AI,Gurgaon,Immediately,5,15000.00,No,INR
Operations,Able Jobs,Bangalore,Immediately,5,15000.00,No,INR
Marketing,SkilloVilla Technologies Private Limited,Bangalore,Immediately,5,15000.00,No,INR
Marketing Lead,Recipeat,Bangalore,Immediately,5,15000.00,No,INR
Content Writing,GS1India,Delhi,Immediately,5,15000.00,No,INR
HR,Error Technologies,Hyderabad,Immediately,5,15000.00,No,INR
Graphic Design,Confluencr,Bangalore,Immediately,5,15000.00,No,INR
Marketing,Bempu Health,Bangalore,Immediately,5,15000.00,No,INR
Academic Counseling,SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Bangalore,Immediately,5,15000.00,No,INR
Customer Success,SkilloVilla Technologies Private Limited,Bangalore,Immediately,5,15000.00,No,INR
Machine Learning,Avaari,Remote,Immediately,5,15000.00,No,INR
Product Management,Avaari,Remote,Immediately,5,15000.00,No,INR
Machine Learning,Shubh International,Remote,Immediately,5,15000.00,No,INR
Marketing,Marketing Czars,Remote,Immediately,6,15000.00,Yes ,INR
Customer Service,KoRaWrites,Gurgaon,Immediately,6,15000.00,Yes ,INR
Backend Development,ZasmLabs (OPC) Private Limited,Pune,Immediately,6,15000.00,Yes ,INR
UX Design,Techolution,Remote,Immediately,6,15000.00,No,INR
HR Consultant,Paracoat Products Limited,Gurgaon,Immediately,6,15000.00,No,INR
Law/Legal,Techolution,Remote,Immediately,6,15000.00,No,INR
Human Resources (HR),International SOS,Mumbai,Immediately,6,15000.00,No,INR
Youtube Management,Unacademy,Bangalore,Immediately,6,15000.00,No,INR
Resource Management,Techolution,Hyderabad,Immediately,6,15000.00,No,INR
Digital Marketing,Audi Mumbai West,Mumbai,Immediately,6,15000.00,No,INR
Technical Architecture,"EmendoAI (San Francisco, United States)",Remote,Immediately,6,15000.00,No,INR
Android App Development,"Powerhouse AI (Singapore, Singapore)",Remote,Not specified,6,15000.00,No,INR
Ruby On Rails Development,Makerble,Remote,Immediately,6,15000.00,No,INR
Angular.js Development,Heliverse,Remote,Immediately,6,15000.00,No,INR
Finance,Punt Partners,Delhi,Immediately,6,15000.00,No,INR
Customer Success,Radical Health-Tech Private Limited,Mumbai,Immediately,6,15000.00,No,INR
Video Making/Editing,Peppermint Communications Private Limited,Ulhasnagar,Immediately,6,15000.00,No,INR
Project Management/Operations Management,3 Productions Wedding Planning & Décor LLP,Bangalore,Immediately,6,15000.00,No,INR
Business Development (Sales),OyeLabs,Remote,Immediately,6,15000.00,No,INR
History (Subject Matter Expert),HaZZten,Remote,Immediately,6,15000.00,No,INR
Human Resources (HR),Careers360,Delhi,Immediately,6,15000.00,No,INR
Content Development (English),Vandana Jain,Bangalore,Immediately,6,15000.00,No,INR
Human Resources (HR),FynTune Solution Private Limited,Thane,Immediately,6,15000.00,No,INR
Telecounseling,Simplify Solutions,Kolkata,Immediately,6,15000.00,No,INR
Data Reporting,Accredian,Gurgaon,Immediately,6,15000.00,No,INR
Business Development (Sales),Erikka India,Noida,Immediately,6,15000.00,No,INR
Video Editing,Chizrinz Infoway Private Limited,Oachira,Immediately,6,15000.00,No,INR
Digital Marketing,Talenico HR Services Private Limited,Noida,Immediately,6,15000.00,No,INR
Revenue Distribution,Bnbme Holiday Homes (International Holiday Homes),Dehradun,Immediately,6,15000.00,No,INR
Formulation And Marketing Of Health Supplement,JS Water Energy Life Company,Gurgaon,Immediately,6,15000.00,No,INR
Business Development (Sales),Expand My Business,Gurgaon,Immediately,6,15000.00,No,INR
Content Writing,Expand My Business,Gurgaon,Immediately,6,15000.00,No,INR
Marketing,Bosscoder Academy,Noida,Immediately,6,15000.00,No,INR
Sales And Marketing,Bugsmirror Research Private Limited,Indore,Immediately,6,15000.00,No,INR
Media & Public Relations (PR),Konnections IMAG,Hyderabad,Immediately,6,15000.00,No,INR
Financial Analysis,Exa Mobility India Private Limited,Pune,Immediately,6,15000.00,No,INR
Hosting/Hostessing,Kheoni Ventures Private Limited,Delhi,Immediately,6,15000.00,No,INR
Statistics And Probability (Subject Matter Expert),HaZZten,Remote,Immediately,6,15000.00,No,INR
Vendor Management,Corpseed,Noida,Immediately,6,15000.00,No,INR
Business Analysis,Equippp Social Impact Technologies Limited,Hyderabad,Immediately,6,15000.00,No,INR
Product Design,Core Innovative Designs LLP,Gurgaon,Immediately,6,15000.00,No,INR
Human Resources (HR),StockDaddy,Gurgaon,Immediately,6,15000.00,No,INR
Customer Support,Appitsimple Infotek Private Limited,Ahmedabad,Immediately,6,15000.00,No,INR
UI/UX Design,"Arnifi (Dubai, United Arab Emirates)",Remote,Immediately,6,15000.00,No,INR
MIS,The Hiring Company,Lucknow,Immediately,6,15000.00,No,INR
Business Development (Sales),Weboin Technologies Private Limited,Chennai,Immediately,6,15000.00,No,INR
Video Editing (After Effects),Maheen Jain,Remote,Immediately,6,15000.00,No,INR
Flutter Development,Deep Nucleus,Hyderabad,Immediately,6,15000.00,No,INR
Embedded Design Engineering,Promethean Power Systems,Pune,Immediately,6,15000.00,No,INR
Play-out Operator,GM Infotech,Mumbai,Immediately,6,15000.00,No,INR
Talent Acquisition,HealthFlex,Bangalore,Immediately,6,15000.00,No,INR
Business Development (Sales),XergY Business Excellence Private Limited,Bangalore,Immediately,6,15000.00,No,INR
Front End Development,Arxena,Remote,Immediately,6,15000.00,No,INR
Finance Ops,KlentySoft Incorporation,Chennai,Immediately,6,15000.00,No,INR
Operations Analytics,Accredian,Gurgaon,Immediately,6,15000.00,No,INR
Election Research,Jambudweep Shodh Kendra,Remote,Immediately,6,15000.00,No,INR
Company Secretary (CS),ART Housing Finance (India) Limited,Remote,Immediately,6,15000.00,No,INR
Content Writing,Yazas Processed Foods Private Limited,Hyderabad,Immediately,6,15000.00,No,INR
Human Resources (HR),YourDOST Health Solutions,Bangalore,Immediately,6,15000.00,No,INR
Mechanical Engineering,Avaari,Remote,Immediately,6,15000.00,No,INR
Interior Design,Avaari,Remote,Immediately,6,15000.00,No,INR
Web Development,Avaari,Remote,Immediately,6,15000.00,No,INR
Business Development (Sales),Avaari,Remote,Immediately,6,15000.00,No,INR
iOS App Development,Omoi,Remote,Immediately,6,15000.00,No,INR
Artificial Intelligence (AI),Avaari,Remote,Immediately,6,15000.00,No,INR
Civil Engineering,Avaari,Remote,Immediately,6,15000.00,No,INR
Mobile App Development,Avaari,Remote,Immediately,6,15000.00,No,INR
Human Resources (HR),Avaari,Remote,Immediately,6,15000.00,No,INR
Digital Marketing,Crescent Buildtech,Bangalore,Immediately,6,15000.00,No,INR
Architecture,Design Ahead,Delhi,Immediately,6,15000.00,No,INR
Brand Partnerships,Confluencr,Bangalore,Immediately,6,15000.00,No,INR
PTV Visum / Vissim Modeler,Sonjwel,Remote,Immediately,6,15000.00,No,INR
Graphic Design,CNG,Remote,Immediately,6,15000.00,No,INR
Business Development (Sales),CODING JUNIORS TECH PRIVATE LIMITED,Remote,Immediately,6,15000.00,No,INR
Search Engine Optimization (SEO),Nexten Brands Private Limited,Bangalore,Immediately,6,15000.00,No,INR
Backend Development,LineupX,Mumbai,Immediately,6,15000.00,No,INR
Recruitment,Hire Rightt Executive Search LLP Dubai,Pune,Immediately,6,15000.00,No,INR
Business Development (Sales),Maa Jagdama Ventures (PrintF),Bangalore,Immediately,6,15000.00,No,INR
Design & Portfolio Management,Sutra Luminis,Noida,Immediately,6,15000.00,No,INR
Entrepreneurship,Stirring Minds,Remote,Immediately,6,15000.00,No,INR
Flutter Mobile App Development,Beanstalkedu Services Private Limited,Remote,Immediately,6,15000.00,No,INR
Client Servicing,Liqvd Digital India Private Limited,Bangalore,Immediately,6,15000.00,No,INR
Sales,Tellyon Media Private Limited,Delhi,Immediately,6,15000.00,No,INR
Export Merchandising,Shades Of You,Ghaziabad,Immediately,6,15000.00,No,INR
Market Research For Lead Generation– APAC Region,PaymAte,Mumbai,Immediately,6,15000.00,No,INR
Personal Brand Management (Strategy),IPLIX Media,Gurgaon,Immediately,6,15000.00,No,INR
Business Development (Sales),ASTNT Technologies Private Limited,Noida,Immediately,6,15000.00,No,INR
Batch Operations,Geekster,Gurgaon,Immediately,6,15000.00,No,INR
Field Sales,HUElite,Delhi,Immediately,6,15000.00,No,INR
Business Development (Sales),Signity Solutions,Remote,Immediately,6,15000.00,No,INR
Digital Marketing,Possible Truweight Wellness,Bangalore,Immediately,6,15000.00,No,INR
Digital Marketing,9shines Label,Bangalore,Immediately,6,15000.00,No,INR
Illustration & UI Design,Kormoan Private Limited,Delhi,Immediately,6,15000.00,No,INR
Mobile App Development,TechNexi,Bangalore,Immediately,6,15000.00,No,INR
Design,CropBytes,Bangalore,Immediately,6,15000.00,No,INR
Human Resources (HR),SAPKAI Consulting LLP,Mumbai,Immediately,6,15000.00,No,INR
Sales Support,ProEves,Noida,Immediately,6,15000.00,No,INR
Social Media Marketing,Zaisha,Delhi,Immediately,6,15000.00,No,INR
Digital Marketing,Proformics Digitech,Gurgaon,Immediately,6,15000.00,No,INR
YouTube Content Creation,BlockSurvey Private Limited,Remote,Immediately,6,15000.00,No,INR
Influencer Marketing,Confluencr,Bangalore,Immediately,6,15000.00,No,INR
Human Resources (HR),Beep Innovations Private Limited,Bangalore,Immediately,6,15000.00,No,INR
Public Relations,CPR Global,Bangalore,Immediately,6,15000.00,No,INR
Project Management,Red Baton Creative Marketing Solutions Private Limited,Bangalore,Immediately,6,15000.00,No,INR
Community Management,ElectricPe,Remote,Immediately,6,15000.00,No,INR
Farm Advisory (Agriculture)- Kannada & Marathi,"BigHaat (Bangalore, India)",Bangalore,Immediately,6,15000.00,No,INR
Advertising Sales,Cressanda Solutions Limited,Delhi,Immediately,6,15000.00,No,INR
Social Media Marketing,OneInsure,Mumbai,Immediately,6,15000.00,No,INR
Business Development (Sales),Agrasol Farmtech (OPC) Private Limited,Jaipur,Immediately,6,15000.00,No,INR
Marketing,Bajaj Medtronics Private Limited,Delhi,Immediately,6,15000.00,No,INR
Sales,CloudThat,Bangalore,Immediately,6,15000.00,No,INR
Laravel Development,Zorway Global,Remote,Immediately,6,15000.00,No,INR
Content Writing,SLPS Consulting,Delhi,Immediately,6,15000.00,No,INR
Business Development Research,Crrescita,Delhi,Immediately,6,15000.00,No,INR
IT Management For Product,FynTune Solution Private Limited,Thane,Immediately,6,15000.00,No,INR
Social Media Marketing,Madlyn By Kanika,Delhi,Immediately,6,15000.00,No,INR
Chartered Financial Analytics (Level-1),Boston Institute Of Analytics Global Education Private Limited,Mumbai,Immediately,6,15000.00,No,INR
International Business Development,FinBridge,Delhi,Immediately,6,15000.00,No,INR
Maths Teacher For British Curriculum AQA/Edexcel/Cambridge And IB,Vega Visionary,Remote,Immediately,6,15000.00,No,INR
Digital Marketing,ABP EVentures Private Limited,Kolkata,Immediately,6,15000.00,No,INR
Telecalling,Matrix Acres,Noida,Immediately,6,15000.00,No,INR
Illustration,ReleaseMyAd,Kolkata,Immediately,6,15000.00,No,INR
Subject Matter Expert (SME) - Verbal Ability,Careers360,Remote,Immediately,6,15000.00,No,INR
Data Entry,"MSA Software (Wylie, United States)",Remote,Immediately,6,15000.00,No,INR
Project Assistant (Management/Logistics),Hummingbird Web Solutions Private Limited,Pune,Immediately,6,15000.00,No,INR
Graphic Design,Ace Of Estates,Mumbai,Immediately,6,15000.00,No,INR
React Native Development,Error Technologies,Hyderabad,Immediately,6,15000.00,No,INR
Mechanical Engineering (Subject Matter Expert),HaZZten,Remote,Immediately,6,15000.00,No,INR
Electrical Engineering (Subject Matter Expert),HaZZten,Remote,Immediately,6,15000.00,No,INR
Business Development (Sales),YAALEESH INFOTECH,Remote,Immediately,6,15000.00,No,INR
Marketing,Lattice Technologies Private Limited,Mumbai,Immediately,6,15000.00,No,INR
Field Sales,Swiggy,Pan India,Immediately,6,15000.00,No,INR
Subject Matter Expert (Physics/Chemistry/Statistics),MAD EDUCATORS,Remote,Immediately,3,15500.00,No,INR
Subject Matter Expert (Accounts),Innovalance Learning Systems,Remote,Immediately,0.5,16000.00,No,INR
WordPress Development,Creafinity LLP,Pune,Immediately,1,16000.00,No,INR
Motion Graphics,Creatiwise,Remote,Immediately,1,16000.00,No,INR
Business And Project Management,DataSeed Tech Solutions LLP,Mumbai,Immediately,3,16000.00,Yes ,INR
Field Sales,HUElite,Delhi,Immediately,3,16000.00,No,INR
